Code_CIS	Pathologie
60722288	Hypertension artérielle
60723461	Tabagisme
60724061	Asthme
60726518	Sinusite
60726849	Schizophrénie
60727189	Ostéoporose
60728775	Hypertension artérielle
60729806	Hypertension artérielle
60731440	Hypertension artérielle
60731732	Impuissance masculine
60734372	Hypertension artérielle
60734372	Insuffisance cardiaque
60736188	Onychomycose
60738303	Aspergillose
60738303	Pityriasis versicolor
60740076	Angine de poitrine
60740076	Angor
60740165	Aspergillose
60742508	Angine de poitrine
60742508	Angor
60742508	Hypertension artérielle
60743994	Hypertension artérielle
60747099	Vaginite
60747455	Angine de poitrine
60747455	Angor
60747455	Hypertension artérielle
60747996	Candidose buccale
60748062	Hypertension artérielle
60748062	Insuffisance cardiaque
60748151	Hyperthyroïdie
60748767	Carence en vitamine D
60748831	Schizophrénie
60754492	Diabète
60754528	Maladie de Parkinson
60754738	Hypertension artérielle
60754738	Insuffisance cardiaque
60755562	Angine de poitrine
60755562	Angor
60755562	Embolie pulmonaire
60755562	Infarctus du myocarde
60755562	Phlébite
60755562	Thrombose veineuse
60756034	Ulcère duodénal
60756034	Ulcère gastrique
60756600	Dermatite de contact
60756600	Eczéma de contact
60759607	Hypertension artérielle
60759607	Infarctus du myocarde
60759607	Insuffisance cardiaque
60759685	Diabète
60761704	Anxiété
60761704	Epilepsie
60764223	Urticaire
60764337	Nausées et vomissements
60765503	Gale
60766975	Arthrose du genou
60766975	Gonarthrose
60767155	Anxiété
60767155	Dépression
60771794	Epilepsie
60772526	Tabagisme
60774228	Hypertension artérielle
60774598	Diabète
60774655	Arthrose de la hanche
60774655	Arthrose du genou
60774655	Coxarthrose
60774655	Gonarthrose
60774655	Polyarthrite rhumatoïde
60774865	Anxiété
60774865	Dépression
60776617	Dysménorrhée
60776617	Migraine
60776617	Règles douloureuses
60779182	Angiome
60779182	BPCO
60779182	Bronchopneumopathie chronique obstructive
60779182	Laryngite aiguë
60779182	Lupus
60779182	Maladie de Crohn
60779182	Nausées et vomissements
60779182	Polyarthrite rhumatoïde
60779182	Rhinite allergique
60779182	Sinusite
60779182	Tuberculose
60779182	Urticaire
60779182	Uvéite
60780754	Hypertension artérielle
60780754	Infarctus du myocarde
60782303	Angine de poitrine
60782303	Angor
60782303	Embolie pulmonaire
60782303	Infarctus du myocarde
60782303	Phlébite
60782303	Thrombose veineuse
60782890	Arthrose du genou
60782890	Gonarthrose
60783533	Insuffisance cardiaque
60784674	Constipation
60785331	Impuissance masculine
60786337	Epilepsie
60786337	Migraine
60786390	Hyperthyroïdie
60786390	Hypothyroïdie
60786892	Hypercholestérolémie
60786892	Hyperlipidémie
60788078	Epilepsie
60789290	Insuffisance cardiaque
60789543	Angine de poitrine
60789543	Angor
60789970	Reflux gastro-oesophagien
60789970	Ulcère gastro-duodénal
60791672	Athérosclérose cardio-vasculaire
60791672	Hypercholestérolémie
60791672	Hyperlipidémie
60791708	Maladie de Crohn
60791708	Polyarthrite juvénile
60791708	Polyarthrite rhumatoïde
60791708	Psoriasis
60791754	Diabète
60793029	Reflux gastro-oesophagien
60793029	Ulcère duodénal
60793029	Ulcère gastrique
60793029	Ulcère gastro-duodénal
60793381	Maladie de Parkinson
60796566	Ostéoporose
60797376	Candidose buccale
60797376	Pityriasis versicolor
60798567	Otite externe aiguë
60798791	Dépression
60798791	Schizophrénie
60799637	Herpès labial
60805307	Anxiété
60805307	Dépression
60805346	Anxiété
60805346	Epilepsie
60805549	Rhinite allergique
60805549	Urticaire
60805638	Psoriasis
60806188	Reflux gastro-oesophagien
60806188	Ulcère duodénal
60806188	Ulcère gastrique
60806188	Ulcère gastro-duodénal
60807297	Rhinite allergique
60807297	Urticaire
60809088	Acné
60809985	Dépression
60810674	Onychomycose
60810891	Diabète
60812134	Schizophrénie
60814021	Sinusite
60814943	Uvéite
60817925	Maladie de Parkinson
60819417	Polyarthrite rhumatoïde
60819417	Psoriasis
60821012	Polyarthrite rhumatoïde
60821681	Angine de poitrine
60821681	Angor
60821681	Hypertension artérielle
60822192	Schizophrénie
60823593	Hypertension artérielle
60828455	Nausées et vomissements
60830011	Rhinite allergique
60830214	Hypertension artérielle
60830246	Dysménorrhée
60830246	Règles douloureuses
60832749	Adénome bénin de la prostate
60832749	Hypertrophie bénigne de la prostate
60834757	Hypertension artérielle
60834757	Infarctus du myocarde
60834757	Insuffisance cardiaque
60834807	Athérosclérose cardio-vasculaire
60834807	Hypercholestérolémie
60834807	Hyperlipidémie
60835243	Epilepsie
60836690	Onychomycose
60836690	Pityriasis versicolor
60841335	Schizophrénie
60841805	Epilepsie
60843197	Maladie de Parkinson
60844865	Angine de poitrine
60844865	Angor
60844865	Hypertension artérielle
60845134	Schizophrénie
60848479	Anxiété
60848479	Epilepsie
60848874	Dépression
60849677	Hypercholestérolémie
60849677	Hyperlipidémie
60850633	Insuffisance cardiaque
60851920	Cystite
60851920	Sinusite
60852004	Hypercholestérolémie
60852004	Hyperlipidémie
60852253	Hypercholestérolémie
60852253	Hyperlipidémie
60852495	Angine de poitrine
60852495	Angor
60852495	Embolie pulmonaire
60852495	Infarctus du myocarde
60852495	Phlébite
60852495	Thrombose veineuse
60852538	Schizophrénie
60854845	Dépression
60855281	Hypertension artérielle
60860606	Reflux gastro-oesophagien
60861252	Angine de poitrine
60861252	Angor
60862062	Hypertension artérielle
60863367	Anxiété
60863367	Dépression
60866178	Schizophrénie
60868670	Glaucome
60870244	Polyarthrite rhumatoïde
60876845	Hypertension artérielle
60877057	Angine de poitrine
60877057	Angor
60883697	Reflux gastro-oesophagien
60883697	Ulcère duodénal
60883697	Ulcère gastrique
60883697	Ulcère gastro-duodénal
60883708	Hypercholestérolémie
60883708	Hyperlipidémie
60885214	Hypertension artérielle
60885246	Constipation
60887044	Vertiges de Ménière
60887592	Hyperlipidémie
60887980	Anxiété
60887980	Dépression
60887980	Enurésie
60890357	Carence en vitamine D
60890617	Anxiété
60890617	Dépression
60890745	Herpès génital
60891060	Acné
60891060	Syphilis
60892664	Glaucome
60892792	Diabète
60893428	Hypercholestérolémie
60893428	Hyperlipidémie
60894626	Angine de poitrine
60894626	Angor
60894626	Insuffisance cardiaque
60896424	Hypercholestérolémie
60896424	Hyperlipidémie
60897031	Hypertension artérielle
60897031	Hypotension artérielle
60898838	Schizophrénie
60901946	Diabète
60903438	Glaucome
60905873	Reflux gastro-oesophagien
60905873	Ulcère gastro-duodénal
60906053	Hypertension artérielle
60908912	Schizophrénie
60912259	Anxiété
60912259	Epilepsie
60912540	Glaucome
60913418	Hypercholestérolémie
60913418	Hyperlipidémie
60914000	Maladie de Parkinson
60914477	Hypertension artérielle
60914477	Infarctus du myocarde
60914477	Insuffisance cardiaque
60914559	Alopécie
60914559	Dermatite atopique
60914559	Eczéma atopique
60914559	Psoriasis
60914559	Urticaire
60914559	Vitiligo
60915020	Diabète
60915522	Polyarthrite rhumatoïde
60916019	Hypertension artérielle
60920487	Reflux gastro-oesophagien
60920487	Ulcère duodénal
60920487	Ulcère gastrique
60920487	Ulcère gastro-duodénal
60921386	BPCO
60921386	Bronchopneumopathie chronique obstructive
60921386	Prostatite
60921386	Sinusite
60922709	Hypertension artérielle
60927460	Hypertension artérielle
60927460	Insuffisance cardiaque
60927706	Hypertension artérielle
60927706	Insuffisance cardiaque
60927791	Angine de poitrine
60927791	Angor
60927791	Hypertension artérielle
60927791	Infarctus du myocarde
60928110	Asthme
60928110	BPCO
60928110	Bronchopneumopathie chronique obstructive
60928772	BPCO
60928772	Bronchopneumopathie chronique obstructive
60928772	Cystite
60928772	Sinusite
60929194	Alcoolisme
60929244	Maladie de Parkinson
60929447	Maladie de Lyme
60929447	Syphilis
60931882	Conjonctivite allergique
60932429	Adénome bénin de la prostate
60932429	Hypertrophie bénigne de la prostate
60933292	Hypertension artérielle
60933292	Infarctus du myocarde
60933292	Insuffisance cardiaque
60934017	Ostéoporose
60934825	Hypertension artérielle
60935279	Dépression
60937287	Hypertension artérielle
60938186	Dysménorrhée
60938186	Règles douloureuses
60938446	Hypertension artérielle
60938745	Insuffisance cardiaque
60940721	Ostéoporose
60941378	Glaucome
60942900	Insuffisance cardiaque
60945451	Anxiété
60945451	Dépression
60946507	Migraine
60946941	Diabète
60947025	Dysménorrhée
60947025	Polyarthrite rhumatoïde
60947025	Règles douloureuses
60949122	Maladie de Parkinson
60952314	Diabète
60952937	Epilepsie
60952951	Onychomycose
60953665	Adénome bénin de la prostate
60953665	Hypertrophie bénigne de la prostate
60955100	Glaucome
60957471	Dermatite de contact
60957471	Eczéma de contact
60958210	Hypotension artérielle
60958826	Hypercholestérolémie
60958826	Hyperlipidémie
60958897	Anxiété
60958897	Dépression
60960624	Anémie par carence en fer
60961427	Asthme
60961427	BPCO
60961427	Bronchopneumopathie chronique obstructive
60961886	Dysménorrhée
60961886	Règles douloureuses
60964409	Zona ophtalmique
60966449	Hypercholestérolémie
60966449	Hyperlipidémie
60966449	Infarctus du myocarde
60967985	Insuffisance cardiaque
60968336	Oxyurose
60971236	Hypertension artérielle
60972480	Angine de poitrine
60972480	Angor
60972480	Hypertension artérielle
60972530	Acné
60975672	Constipation
60976557	Insomnie
60977940	Hypercholestérolémie
60977940	Hyperlipidémie
60981426	Hypertension artérielle
60981593	Paludisme
60981789	Hypercholestérolémie
60981789	Hyperlipidémie
60982364	Acné
60982364	Syphilis
60983726	Diabète
60985570	Dépression
60985570	Schizophrénie
60987991	Hypertension artérielle
60988157	Angiome
60988157	BPCO
60988157	Bronchopneumopathie chronique obstructive
60988157	Lupus
60988157	Maladie de Crohn
60988157	Nausées et vomissements
60988157	Polyarthrite rhumatoïde
60988157	Rectocolite hémorragique
60988157	Rhinite allergique
60988157	Sinusite
60988157	Tuberculose
60988157	Urticaire
60988513	Enurésie
60988883	Polyarthrite rhumatoïde
60989800	Hypertension artérielle
60989978	Diabète
60990208	Asthme
60991573	Phlébite
60991573	Thrombose veineuse
60992522	Hypertension artérielle
60993898	Hypertension artérielle
60994733	Alopécie
60996271	Anxiété
60996271	Dépression
60996524	Hypertension artérielle
60997163	Carence en vitamine D
60998361	Cystite
60998361	Otite moyenne aiguë
60998361	Sinusite
61000075	Dysménorrhée
61000075	Règles douloureuses
61001686	Uvéite
61003267	Hypertension artérielle
61003267	Insuffisance cardiaque
61003712	Polyarthrite rhumatoïde
61004636	Vaginite
61005065	Reflux gastro-oesophagien
61006320	Paludisme
61007493	Rhinite allergique
61007493	Urticaire
61007874	Hypertension artérielle
61009918	Epilepsie
61010258	Rhinite allergique
61010258	Urticaire
61010703	Hypertension artérielle
61010703	Insuffisance cardiaque
61010906	Maladie de Parkinson
61012191	Athérosclérose cardio-vasculaire
61012191	Hypercholestérolémie
61012191	Hyperlipidémie
61015084	Schizophrénie
61016204	Dysménorrhée
61016204	Règles douloureuses
61016624	Constipation
61017669	Hypertension artérielle
61017701	Dépression
61017701	Schizophrénie
61018059	Asthme
61018059	BPCO
61018059	Bronchopneumopathie chronique obstructive
61019912	Hypercholestérolémie
61019912	Hyperlipidémie
61019983	Tabagisme
61020245	Angine de poitrine
61020245	Angor
61022591	Epilepsie
61022698	Dysménorrhée
61022698	Migraine
61022698	Règles douloureuses
61026419	Schizophrénie
61031099	Sinusite
61031964	Anxiété
61031964	Epilepsie
61032482	Dysménorrhée
61032482	Polyarthrite rhumatoïde
61032482	Règles douloureuses
61033068	Impuissance masculine
61037255	Diabète
61040696	Otite externe aiguë
61041022	Hypercholestérolémie
61041022	Hyperlipidémie
61042206	Impétigo
61042206	Sinusite
61043151	BPCO
61043151	Bronchopneumopathie chronique obstructive
61043151	Cystite
61043151	Sinusite
61043653	Epilepsie
61045063	Hypertension artérielle
61045113	Hyperuricémie
61045978	Insuffisance cardiaque
61046628	Asthme
61048216	Hypertension artérielle
61049439	Migraine
61050007	Hypertension artérielle
61052830	Diabète
61055303	Anxiété
61055303	Schizophrénie
61056483	Alcoolisme
61056483	Anxiété
61056501	Tabagisme
61059102	Impétigo
61060033	Goutte
61060033	Hyperuricémie
61060987	Polyarthrite juvénile
61060987	Polyarthrite rhumatoïde
61060987	Psoriasis
61061605	Adénome bénin de la prostate
61061605	Hypertrophie bénigne de la prostate
61062358	Hypercholestérolémie
61062358	Hyperlipidémie
61065315	Maladie de Crohn
61065653	Epilepsie
61068069	Cystite
61068069	Maladie de Lyme
61068069	Otite moyenne aiguë
61068069	Sinusite
61068966	Arthrose du genou
61068966	Gonarthrose
61070180	Nausées et vomissements
61070305	Polyarthrite juvénile
61070305	Polyarthrite rhumatoïde
61071859	Reflux gastro-oesophagien
61071859	Ulcère duodénal
61071859	Ulcère gastrique
61071859	Ulcère gastro-duodénal
61073237	Asthme
61073372	Diabète
61073408	Hyperuricémie
61074385	Hypertension artérielle
61076468	Dysménorrhée
61076468	Règles douloureuses
61077659	Psoriasis
61077666	Hypercholestérolémie
61077666	Hyperlipidémie
61077869	Tuberculose
61081636	Epilepsie
61081853	Anxiété
61081853	Dépression
61084408	Alcoolisme
61084408	Anxiété
61085944	BPCO
61085944	Bronchopneumopathie chronique obstructive
61085944	Prostatite
61085944	Sinusite
61086505	Infarctus du myocarde
61086505	Insuffisance cardiaque
61087799	Dysménorrhée
61087799	Règles douloureuses
61088036	Epilepsie
61089729	Epilepsie
61090336	Hypertension artérielle
61090375	Hypertension artérielle
61090375	Infarctus du myocarde
61090375	Insuffisance cardiaque
61090507	Tabagisme
61090941	Reflux gastro-oesophagien
61090941	Ulcère duodénal
61090941	Ulcère gastrique
61090941	Ulcère gastro-duodénal
61090998	Schizophrénie
61092935	Nausées et vomissements
61093421	Angiome
61093421	BPCO
61093421	Bronchopneumopathie chronique obstructive
61093421	Laryngite aiguë
61093421	Lupus
61093421	Maladie de Crohn
61093421	Nausées et vomissements
61093421	Polyarthrite rhumatoïde
61093421	Rhinite allergique
61093421	Sinusite
61093421	Tuberculose
61093421	Urticaire
61093421	Uvéite
61094975	Angine de poitrine
61094975	Angor
61094975	Hypertension artérielle
61096912	Cystite
61096912	Maladie de Lyme
61096912	Otite moyenne aiguë
61096912	Sinusite
61096983	Acné
61098183	Hypercholestérolémie
61098183	Hyperlipidémie
61100225	Constipation
61100467	Rhinite allergique
61100905	Schizophrénie
61101010	Ulcère duodénal
61101010	Ulcère gastrique
61101010	Ulcère gastro-duodénal
61103310	Cystite
61103310	Sinusite
61103424	Glaucome
61106655	Asthme
61111481	Ulcère duodénal
61111481	Ulcère gastrique
61111556	Angiome
61111556	BPCO
61111556	Bronchopneumopathie chronique obstructive
61111556	Laryngite aiguë
61111556	Lupus
61111556	Maladie de Crohn
61111556	Nausées et vomissements
61111556	Polyarthrite rhumatoïde
61111556	Rectocolite hémorragique
61111556	Rhinite allergique
61111556	Sinusite
61111556	Tuberculose
61111556	Urticaire
61111556	Uvéite
61111570	Hypotension artérielle
61112067	Constipation
61115259	Asthme
61118159	Constipation
61119097	Rhinite allergique
61119097	Urticaire
61119706	Cystite
61119706	Sinusite
61120530	Hypertension artérielle
61120893	Aspergillose
61122200	Ostéoporose
61126679	Hypertension artérielle
61126679	Insuffisance cardiaque
61129497	Maladie de Parkinson
61132034	Diabète
61133378	Hypertension artérielle
61133378	Insuffisance cardiaque
61133524	Dysménorrhée
61133524	Règles douloureuses
61136221	Polyarthrite juvénile
61137469	Hypertension artérielle
61138457	Dysménorrhée
61138457	Règles douloureuses
61138546	Diabète
61139452	Hypertension artérielle
61139452	Infarctus du myocarde
61139452	Insuffisance cardiaque
61139833	Epilepsie
61141019	Athérosclérose cardio-vasculaire
61141019	Hypercholestérolémie
61141019	Hyperlipidémie
61143842	Hypertension artérielle
61143842	Infarctus du myocarde
61143842	Insuffisance cardiaque
61144524	Hémorroïdes
61147189	Urticaire
61150445	Maladie de Parkinson
61150979	Epilepsie
61155773	Cystite
61155773	Maladie de Lyme
61155773	Otite moyenne aiguë
61155773	Sinusite
61156302	Alopécie
61158602	Dysménorrhée
61158602	Règles douloureuses
61159056	Asthme
61161203	BPCO
61161203	Bronchopneumopathie chronique obstructive
61161203	Cystite
61161203	Prostatite
61161203	Sinusite
61162248	Angiome
61162248	BPCO
61162248	Bronchopneumopathie chronique obstructive
61162248	Laryngite aiguë
61162248	Lupus
61162248	Maladie de Crohn
61162248	Nausées et vomissements
